ClientName,PriceAdjustment,TimePoint
Staci Pecor,1.01819543377534,15
Jarvis Honeycutt,1.10027896691123,15
Love Jesus,0.823460350502955,15
Arletha Lopiccolo,1.03634747529124,15
Lenora Coffey,0.909496564310055,15
Torri Siebert,0.991509666041766,15
Myrna Moller,1.03714571077929,15
Justina Lain,0.963318101521169,15
Angelic Loring,0.982668925013834,15
Donita Kuchta,1.09670054527065,15
Heather Maughan,1.07622737025279,15
Eleanora Levalley,0.959449108778299,15
Serafina Hackworth,1.03572969658201,15
Bettye Weimer,0.976873570191233,15
Chuck Wheat,1.0677152749027,15
Manda Fauntleroy,0.863532995678487,15
Lynne Rinehart,0.90300021055727,15
Terri Bellino,1.27675231926853,15
Miles Hayles,0.937290087777058,15
Loree Gracia,0.812369078373599,15
Ara Dash,0.852435618825316,15
Jolynn Muniz,0.958878119543273,15
Taryn Dimaggio,0.906317835233538,15
Sherlyn Edelson,0.979657548486881,15
Nieves Finlay,0.82497000325858,15
Tory Borkholder,1.10917053624345,15
Elvira Pinkston,1.06743153157604,15
Eufemia Healey,1.22140250201794,15
Arline Ewin,1.00778764782886,15
Becky Correll,0.787999369155372,15
