ClientName,PriceAdjustment,TimePoint
Abram Walston,0.929654020106495,51
Saul Hargrave,0.938851116195811,51
Amy Kenan,0.761777335543782,51
Nieves Finlay,0.893153056152687,51
Justine Nino,0.989428215871725,51
Burton Tulley,1.10820407731582,51
Alessandra Lees,1.01940821015524,51
Nicol Mani,1.0131723820324,51
Carolina Atwell,1.20458702661184,51
Maren Peloquin,1.03649417187395,51
Becky Correll,1.11140706791472,51
Marion Mcateer,1.10947385541609,51
Staci Pecor,0.96490876643405,51
Terrilyn Keesler,0.852073774076377,51
Ricki Hegg,1.02444061087011,51
Valeri Cleland,1.00944417780357,51
Magan Devries,0.945534641355911,51
Lorina Chee,1.1787547838035,51
Marketta Fowles,0.923965085083984,51
Shawna Casado,1.02986179314755,51
Haley Oritz,1.13996448435762,51
Rosalind Ogden,1.02246249562228,51
Teressa Beveridge,1.09699921912407,51
Angelic Loring,0.893884039186259,51
Fredericka Jose,0.95761401560465,51
Taryn Dimaggio,0.957240543784627,51
Ciara Emory,0.966529438739663,51
Kit Resendez,0.958674392671354,51
Anibal Oh,0.999420200004968,51
Tessa Knapper,1.27065162753379,51
