ClientName,PriceAdjustment,TimePoint
Fredericka Jose,0.845544853451448,46
Alessandra Serio,1.00797387036176,46
Marcell Hendershot,0.916830490916519,46
Phillip Clingman,0.934753954185564,46
Gilbert Woody,1.1206244015701,46
Glady Glazer,0.917711937097254,46
Torri Siebert,1.06367806154925,46
Kathy Rathburn,0.869056703550082,46
Lynne Rinehart,0.940477788290306,46
Cherise Lim,0.968570987832667,46
Myriam Peed,0.906715796322738,46
Mirian Adan,0.930895240808511,46
Nieves Finlay,0.938503720329151,46
Love Jesus,1.06427581502598,46
Alexa Callihan,1.03128517253176,46
Claudie Whiteley,0.910005396571029,46
Burton Tulley,1.01773751567526,46
Eleanora Levalley,0.994150085756721,46
Niesha Harshberger,0.997520878087994,46
Anne Ritzman,0.978521573306004,46
Tonia Sheley,0.891826604775361,46
Shauna Diorio,0.841598882581223,46
Grover Worm,0.912626829481833,46
Haley Oritz,1.02605996671392,46
Prince Watkins,1.01600834671653,46
Lorette Ardis,0.81976252590137,46
Amy Kenan,1.03361248980435,46
Tessa Knapper,0.942561530405279,46
Elicia Salvador,0.956162101374484,46
Justine Nino,1.05034536876045,46
