ClientName,PriceAdjustment,TimePoint
Myrta Wolfenbarger,0.982648042293908,100
Diego Semple,0.954206696648193,100
Elicia Salvador,1.05330976397584,100
Ara Dash,1.01388248720926,100
Cierra Gatton,0.872068143943287,100
Angelic Loring,0.798672448024039,100
Benjamin Cash,1.08461646181198,100
Calista Yung,0.96407641456362,100
Fredericka Jose,0.956814584106813,100
Jonathan New,0.94508721861557,100
Nieves Finlay,0.991113711994095,100
Hedwig Berkman,1.14653866876607,100
Torri Siebert,0.973977210558593,100
Marcell Hendershot,1.09062708214606,100
Ciara Emory,1.10078000689973,100
Lorette Ardis,1.05393439174961,100
Alvina Chester,1.12241621776449,100
Phillip Clingman,0.947586476095517,100
Nicol Mani,0.958502498924643,100
Mavis Kaye,0.926790828244848,100
Amy Kenan,1.00555361099047,100
Tajuana Casterline,1.02446541478268,100
Gil Dowling,1.10180431068498,100
Nelle Woodell,0.904701859046776,100
Agnes Alcina,1.05414985577606,100
Staci Pecor,1.00305948884547,100
Evonne Gideon,0.949794759720135,100
Shauna Diorio,0.828945498405898,100
Riley Castellon,0.992359265066117,100
Danna Kidney,1.13188027261971,100
