ClientName,PriceAdjustment,TimePoint
Missy Bishop,1.02978905194866,56
Onie Hands,1.09170274418874,56
Milford Brickey,0.946457391561925,56
Torri Siebert,1.10071468489819,56
Joannie Lamy,0.915078056488896,56
Nicky Dunnigan,1.08955631585687,56
Anibal Oh,1.05772564723663,56
Nereida Heatley,0.94043219206931,56
Gilbert Woody,1.13220603352371,56
Justina Lain,1.04646074566683,56
Winifred Ketelsen,0.931711674691342,56
Susanne Mcroy,0.988674584078069,56
Arie Spada,0.922739012053582,56
Vennie Almodovar,1.04953998586932,56
Alpha Zazueta,0.83486395366217,56
Lorina Chee,0.993807388183232,56
Shauna Diorio,0.982443254486989,56
Fredericka Jose,1.03223835914369,56
Anne Ritzman,1.02663174297359,56
Vicente Eger,0.953241158937781,56
Jonah Sheckler,1.01986763997474,56
Winnifred Wilcoxon,1.08900974142286,56
Sixta Posada,0.998562391510184,56
Valeri Cleland,0.893118694626723,56
Twila Kaelin,1.02754960611027,56
Jaleesa Claar,0.960298039880526,56
Alvina Chester,0.834999642598076,56
Heather Maughan,0.955214304690645,56
Kathy Rathburn,1.0793566540196,56
Claudie Whiteley,0.872495291139172,56
