ClientName,PriceAdjustment,TimePoint
Abram Walston,0.995216176642748,16
Daniella Shahan,1.07610023967825,16
Nereida Heatley,0.897945941615104,16
Alexa Callihan,0.916897118386168,16
Gaylene Blanchette,1.08695202847729,16
Clora Stoneman,0.919056844690404,16
Lance Lemieux,1.19150589739529,16
Rosina Lemmon,0.99830773643364,16
Milo Dunne,1.07547524698778,16
Vicente Eger,1.04128889116764,16
Diego Semple,0.912449983713967,16
Nelle Woodell,1.04837886662385,16
Katelin Lundeen,0.781207979297692,16
Hedwig Berkman,1.06803475307664,16
Franklyn Esh,0.925034173787503,16
Brady Tamashiro,0.892892386491107,16
Sonia Headlee,1.0942436473366,16
Glinda Tyrrell,0.952783447181629,16
Adrian Clapp,0.94572938047782,16
Lenora Coffey,0.939465856137369,16
Winnifred Wilcoxon,1.17096155362133,16
Lasandra Ardoin,0.999496642807096,16
Myrta Wolfenbarger,0.987397419168712,16
Marcell Hendershot,1.04732665012048,16
Candi Sturdevant,0.942275798921979,16
Fredericka Jose,0.938114910243631,16
Marcie Nolen,0.972809890479704,16
Maren Peloquin,0.80601666719398,16
Mayra Tu,0.938176297925837,16
Winifred Ketelsen,0.935883417585084,16
