ClientName,PriceAdjustment,TimePoint
Verla Zeitler,0.923647011706621,43
Mayra Tu,1.1203212017034,43
Kacie Holub,1.13410759823839,43
Nicky Dunnigan,0.945766805806079,43
Winnifred Wilcoxon,0.862102310089882,43
Kit Resendez,1.15933850375967,43
Riley Castellon,1.02656650899895,43
Merideth Parrish,0.830300281973342,43
Sherice Erikson,1.02309988993904,43
Marcell Hendershot,1.00116400904109,43
Angelic Loring,1.07272818578643,43
Nelle Woodell,0.787594176083491,43
Ivory Meas,1.01414723508922,43
Justina Lain,0.916002069855227,43
Twila Kaelin,1.129985673508,43
Willow Hale,0.981129116404616,43
Ciara Emory,0.891276915384746,43
Kathy Rathburn,0.90585680904068,43
Abram Walston,1.0367647554291,43
Benjamin Cash,0.943649049319024,43
Melida Thode,0.964934363101365,43
Calista Yung,1.02674816700513,43
Nila Yarger,0.951177047944959,43
Kimberlee Parrott,1.00459343788401,43
Sharolyn Rutherford,1.02688132832523,43
Harley Crawley,1.14232937840354,43
Arline Ewin,0.95850766077537,43
Alica Dais,1.04838747505354,43
Kristine Delong,0.905026322528618,43
Janeth Slye,0.965532901149468,43
