ClientName,PriceAdjustment,TimePoint
Kathy Rathburn,1.24589415129388,12
Nicky Dunnigan,0.979492878090647,12
Milford Brickey,0.971952803167639,12
Charmain Hutchens,1.13489836671193,12
Milo Dunne,1.23876425283719,12
Onie Hands,0.925015917379665,12
Fernanda Greenhill,0.818813423911597,12
Nelle Woodell,0.985849556650456,12
Deidre Espana,0.860427872584671,12
Elbert Kinghorn,1.1338407895621,12
Joannie Lamy,0.974844800789289,12
Shonna Zimmerer,1.04385755093924,12
Carolina Atwell,1.17757310698315,12
Kyra Chretien,0.992779935393637,12
Grover Worm,1.00968725215041,12
Vennie Almodovar,0.847510997835607,12
Lorina Chee,0.904180422502413,12
Jolynn Muniz,1.00150538998839,12
Brady Tamashiro,1.18449823482461,12
Gil Dowling,1.02501436996384,12
Valeri Cleland,0.874693396715186,12
Lara Silverberg,0.910099732676301,12
Staci Pecor,1.22164209983964,12
Nila Yarger,0.970302597902133,12
Jaleesa Claar,1.02637542705499,12
Lenora Coffey,0.954794171911885,12
Shaneka Raines,0.968965720235827,12
Tory Borkholder,0.944943160657224,12
Hailey Syverson,0.982294615910174,12
Dennise Mecham,1.04513870861449,12
