ClientName,PriceAdjustment,TimePoint
Nieves Finlay,1.12428703321168,69
Merideth Parrish,0.935240566135284,69
Raymonde Shomo,0.991635276090062,69
Jonah Sheckler,0.990984936267983,69
Candi Sturdevant,1.0200954049057,69
Serafina Hackworth,0.931636928158124,69
Hedwig Berkman,0.976298609459285,69
Torri Siebert,1.17989172803878,69
Grover Worm,1.00423948741122,69
Dennise Mecham,1.04263502047528,69
Ara Dash,0.974331567332508,69
Sabrina Figgins,1.01810715411618,69
Kaycee Hooser,0.957449044359967,69
Haley Oritz,0.950722784039434,69
Vicente Eger,0.973300119028374,69
Kit Resendez,1.05870940574419,69
Lara Silverberg,1.11453472974392,69
Lance Lemieux,1.14431689632249,69
Valeri Cleland,1.02247279716918,69
Shonna Zimmerer,1.06899196568093,69
Susanne Mcroy,0.934242593276935,69
Niesha Harshberger,0.955771287181045,69
Phillip Clingman,1.04817394965069,69
Sixta Posada,0.936607124177522,69
Maren Peloquin,1.11394440097494,69
Cierra Gatton,0.910362131685035,69
Marcell Hendershot,0.934130944268138,69
Nereida Heatley,0.974286550876551,69
Miles Hayles,0.972382170530406,69
Anibal Oh,0.972739030598227,69
