ClientName,PriceAdjustment,TimePoint
Melida Thode,1.18426322623583,60
Kirby Gilbreath,0.999141405440406,60
Haley Oritz,1.08809309408592,60
Ciara Emory,1.15428547689188,60
Charita Ochoa,1.14263034205672,60
Elvira Pinkston,1.25160071713288,60
Stormy Wolcott,1.10475284815047,60
Zachariah Speer,1.04722573722989,60
Gil Dowling,1.07320681815676,60
Annice Muth,0.924952538229032,60
Marcie Nolen,1.13460176403903,60
Katelin Lundeen,1.06052781598576,60
Sabrina Figgins,0.874124008800144,60
Shaneka Raines,1.00026773328952,60
Alessandra Lees,1.0585312607959,60
Sherlyn Edelson,1.02540670526674,60
Riley Castellon,0.977146268788634,60
Shawna Casado,1.00170456454641,60
Athena Sidle,0.826268191583057,60
Hedwig Berkman,1.07211858291723,60
Loris Arter,1.08413110157787,60
Alexa Callihan,1.08493180772362,60
Eleanora Levalley,1.03779000033838,60
Abram Walston,1.03951112150627,60
Bernita Boulay,0.993421798426885,60
Nila Yarger,0.942102244955871,60
Elliott Winebrenner,1.14779798681053,60
Dennise Mecham,1.06744378452606,60
Merideth Parrish,0.897355406902266,60
Verla Zeitler,0.931738402992459,60
