ClientName,PriceAdjustment,TimePoint
Terrilyn Keesler,1.23317652512282,66
Magan Devries,0.992679898800661,66
Elicia Salvador,0.92258588604792,66
Katelin Lundeen,0.907448071974564,66
Marcell Hendershot,1.02769862251665,66
Kathy Rathburn,0.988874911199087,66
Nila Yarger,0.994770676248128,66
Vennie Almodovar,1.01354137062057,66
Cherise Lim,0.91700300193987,66
Justina Lain,0.915022748012997,66
Cierra Gatton,1.11476873018326,66
Nicky Dunnigan,1.03133642483105,66
Sonia Headlee,0.960277076752144,66
Alica Dais,1.05550732287007,66
Fredericka Jose,0.922678527008105,66
Carolina Atwell,0.962841634236693,66
Terri Bellino,0.868211562317626,66
Merideth Parrish,0.9508592504816,66
Harley Crawley,1.04168984172299,66
Twila Kaelin,1.04037298793626,66
Shauna Diorio,1.03581113641041,66
Tonia Sheley,0.919795621400014,66
Dennise Mecham,1.03414281452475,66
Milford Brickey,1.06094495268045,66
Lasandra Ardoin,1.10009087363236,66
Benjamin Cash,1.17929701609574,66
Jaleesa Claar,0.908401176514178,66
Helena Stoudemire,1.06426621436644,66
Arline Ewin,0.782083420728563,66
Emmitt Varnadoe,1.01247435686895,66
