ClientName,PriceAdjustment,TimePoint
Milo Dunne,0.924380053904989,41
Ivory Meas,1.1536575787777,41
Abram Walston,0.908925154427337,41
Prince Watkins,1.09238685345402,41
Donita Kuchta,1.12193979840651,41
Niesha Harshberger,0.940568245887022,41
Caryn Bordelon,1.04577515349915,41
Margarette Gohr,1.04373463972731,41
Hailey Syverson,0.782389682222654,41
Sherril Bently,0.779284819022295,41
Arie Spada,1.08497230495377,41
Sherice Erikson,1.06374513259659,41
Jonathan New,1.06798362471928,41
Carolina Atwell,1.01611372078809,41
Lasandra Ardoin,0.887051612683431,41
Kirby Gilbreath,1.0114664831865,41
Lynne Rinehart,0.902640656845337,41
Zachariah Speer,0.863629159794756,41
Miles Hayles,1.04054263170062,41
Twila Kaelin,0.989476331694064,41
Harley Crawley,0.96558361971941,41
Kiersten Rockwell,0.963506890907998,41
Staci Pecor,0.920634465474752,41
Verla Zeitler,0.948598792153757,41
Mayra Tu,1.07822271620882,41
Joannie Lamy,1.03668783212926,41
Elvira Pinkston,0.682475051787051,41
Evonne Gideon,1.1008687781064,41
Adrian Clapp,0.916068531188844,41
Elicia Salvador,1.03912647293352,41
