ClientName,PriceAdjustment,TimePoint
Nereida Heatley,0.908878784410359,85
Fernanda Greenhill,0.970203981628406,85
Zachariah Speer,1.14008530850871,85
Sabrina Figgins,0.989415664299137,85
Cleopatra Gothard,1.04926568524418,85
Haley Oritz,1.02815331443066,85
Shauna Diorio,0.795916042614826,85
Alessandra Lees,0.964208275417428,85
Willow Hale,1.14456622103634,85
Angelic Loring,1.17693664319937,85
Kiersten Rockwell,0.979403413881845,85
Candi Sturdevant,1.12488133167393,85
Hedwig Berkman,1.08035697406373,85
Daniella Shahan,0.98423947494665,85
Ara Dash,0.98153425130409,85
Jonathan New,1.02715457283917,85
Kyra Chretien,1.29461061434335,85
Stormy Wolcott,0.9286294626667,85
Torri Siebert,0.946390649954352,85
Jarvis Honeycutt,0.919324977648734,85
Glady Glazer,1.1699231780636,85
Justina Lain,1.18637125601502,85
Iona Thrailkill,1.16188636195836,85
Marion Mcateer,1.12495448423977,85
Lasandra Ardoin,0.953561845575649,85
Hailey Syverson,1.03924841786781,85
Grover Worm,1.11291491467178,85
Athena Sidle,0.91547017957311,85
Calista Yung,0.924175066823846,85
Winnifred Wilcoxon,0.843065518144135,85
