ClientName,PriceAdjustment,TimePoint
Nelle Woodell,1.00167438836775,37
Janeth Slye,1.18184165114416,37
Clora Stoneman,0.981585414010963,37
Geraldo Oyer,1.11726046711889,37
Fernanda Greenhill,0.981504585896239,37
Serafina Hackworth,0.995317695562053,37
Prince Watkins,1.07184939251533,37
Fredericka Jose,0.901782262838498,37
Winnifred Wilcoxon,0.978571150053646,37
Manda Fauntleroy,0.998937608339672,37
Joannie Lamy,0.976120775732091,37
Ilana Brautigam,0.857668915780356,37
Lance Amon,1.11716161964382,37
Marcell Hendershot,1.00842510277698,37
Porfirio Sytsma,1.11210653695581,37
Alline Colclough,1.03124487468231,37
Glady Glazer,0.99495504238055,37
Dennise Mecham,0.876948276529978,37
Inga Mcmonagle,1.03673519243192,37
Diego Semple,1.15686940326308,37
Lynda Pigg,1.07435093911766,37
Gertrud Gangi,0.893874757143682,37
Kit Resendez,1.04575902800246,37
Lance Lemieux,1.14583201478782,37
Kimberley Schumaker,1.19128761501785,37
Ciara Emory,1.00970700066521,37
Margarette Gohr,1.07672832483124,37
Elbert Kinghorn,1.04061710254947,37
Amy Kenan,0.941978259118332,37
Merideth Parrish,0.970342765795258,37
