ClientName,PriceAdjustment,TimePoint
Nila Yarger,0.981561661600835,62
Niesha Harshberger,1.15902814338282,62
Gertrud Gangi,0.929594818164264,62
Mavis Kaye,1.09512763556228,62
Alpha Zazueta,1.04564589191686,62
Helena Stoudemire,0.924282563404252,62
Kiersten Rockwell,1.12699547509587,62
Burton Tulley,0.976212318483215,62
Alica Dais,1.01343279275916,62
Milford Brickey,0.859666953050292,62
Tessa Knapper,0.991585829410033,62
Eufemia Healey,1.03327827570386,62
Nieves Finlay,0.748963725108449,62
Alline Colclough,0.919763966712568,62
Sabrina Figgins,0.980459117335856,62
Bernita Boulay,1.13159412352675,62
Dennise Mecham,0.951194897341075,62
Teressa Beveridge,0.957965227889024,62
Cherise Lim,1.05710436803554,62
Claudie Whiteley,1.05335872168537,62
Shonna Zimmerer,0.93474365559332,62
Amy Kenan,1.20777434217449,62
Inga Mcmonagle,0.983884965188838,62
Kristine Delong,1.03922494182706,62
Vennie Almodovar,0.924246821848622,62
Benjamin Cash,1.07086644030715,62
Mayra Tu,1.07261122755512,62
Mirian Adan,1.06094326216656,62
Tory Borkholder,0.918516911755937,62
Serafina Hackworth,1.03477197319414,62
